id,number,name,type,height,weight,attack,defense,hp,sp_atk,sp_def,speed,total,abilities,weakness,capture_location
130,0130,Gyarados,"['water', 'flying']",6.5,235.0,125.0,79.0,95.0,60.0,100.0,81.0,540.0,['Intimidate'],"['Electric', 'Rock']","['canalave-city-area', 'eterna-city-area', 'pastoria-city-area', 'sunyshore-city-area', 'sinnoh-pokemon-league-area', 'valley-windworks-area', 'fuego-ironworks-area', 'mt-coronet-1f-route-207', 'mt-coronet-4f', 'mt-coronet-b1f', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside-b1f', 'ravaged-path-area', 'oreburgh-gate-b1f', 'sendoff-spring-area', 'iron-island-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-212-east-towards-pastoria-city', 'sinnoh-route-213-area', 'sinnoh-route-214-area', 'sinnoh-route-218-area', 'sinnoh-route-219-area', 'sinnoh-route-221-area', 'sinnoh-route-222-area', 'sinnoh-route-224-area', 'sinnoh-route-225-area', 'sinnoh-route-227-area', 'sinnoh-route-228-area', 'sinnoh-route-229-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'sinnoh-sea-route-220-area', 'sinnoh-sea-route-223-area', 'sinnoh-sea-route-226-area', 'sinnoh-sea-route-230-area', 'lake-of-rage-area', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-1f', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'viridian-city-area', 'cerulean-city-area', 'vermilion-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'sootopolis-city-area', 'ss-anne-area', 'berry-forest-area', 'icefall-cave-entrance', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'ruin-valley-area', 'trainer-tower-area', 'tanoby-ruins-area', 'one-island-area', 'four-island-area', 'five-island-area', 'nature-sanctuary-area', 'kalos-route-3-area', 'kalos-route-22-area', 'parfum-palace-area', 'johto-safari-zone-zone-marshland', 'alola-route-7-area', 'alola-route-8-main', 'alola-route-9-main', 'alola-route-13-area', 'alola-route-14-area', 'alola-route-15-main', 'akala-outskirts-area', 'ancient-poni-path-area', 'brooklet-hill-north', 'brooklet-hill-south', 'brooklet-hill-totems-den', 'hauoli-city-beachfront', 'kalae-bay-area', 'malie-garden-area', 'melemele-sea-area', 'paniola-town-area', 'poni-breaker-coast-area', 'poni-gauntlet-area', 'poni-meadow-area', 'poni-wilds-area', 'seafolk-village-main', 'seaward-cave-area', 'secluded-shore-area', 'tapu-village-area', 'vast-poni-canyon-northwest']"
131,0131,Lapras,"['water', 'ice']",2.5,220.0,85.0,80.0,130.0,85.0,95.0,60.0,535.0,"['Water Absorb', 'Shell Armor']","['Grass', 'Electric', 'Fighting', 'Rock']","['sinnoh-victory-road-inside-b1f', 'union-cave-b2f', 'icefall-cave-waterfall', 'village-bridge-area', 'kalos-route-12-area', 'azure-bay-area', 'saffron-city-silph-co-7f', 'johto-safari-zone-zone-rocky-beach', 'ancient-poni-path-area', 'poni-breaker-coast-area', 'poni-wilds-area', 'poke-pelago-poni-island-reached', 'poke-pelago-elite-four-defeated']"
132,0132,Ditto,['normal'],0.3,4.0,48.0,48.0,48.0,48.0,48.0,48.0,288.0,['Limber'],['Fighting'],"['sinnoh-route-218-area', 'johto-route-34-area', 'johto-route-35-area', 'johto-route-47-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'pokemon-mansion-b1f', 'desert-underpass-area', 'giant-chasm-forest', 'giant-chasm-forest-cave', 'pokemon-village-area', 'johto-safari-zone-zone-wetland', 'alola-route-9-main', 'alola-route-9-police-station', 'konikoni-city-area', 'mount-hokulani-main', 'mount-hokulani-east', 'mount-hokulani-west']"
133,0133,Eevee,['normal'],0.3,6.5,55.0,50.0,55.0,45.0,65.0,55.0,325.0,"['Run Away', 'Adaptability']",['Fighting'],"['castelia-city-area', 'kalos-route-10-area', 'celadon-city-celadon-mansion', 'goldenrod-city-bills-house', 'hearthome-city-area', 'alola-route-4-area', 'alola-route-6-north', 'alola-route-6-south', 'paniola-ranch-area']"
134,0134,Vaporeon,['water'],1.0,29.0,65.0,60.0,130.0,110.0,95.0,65.0,525.0,['Water Absorb'],"['Grass', 'Electric']",[]
135,0135,Jolteon,['electric'],0.8,24.5,65.0,60.0,65.0,110.0,95.0,130.0,525.0,['Volt Absorb'],['Ground'],[]
136,0136,Flareon,['fire'],0.9,25.0,130.0,60.0,65.0,95.0,110.0,65.0,525.0,['Flash Fire'],"['Water', 'Ground', 'Rock']",[]
137,0137,Porygon,['normal'],0.8,36.5,60.0,70.0,65.0,85.0,75.0,40.0,395.0,"['Trace', 'Download']",['Fighting'],"['veilstone-city-area', 'alola-route-15-aether-house']"
138,0138,Omanyte,"['rock', 'water']",0.4,7.5,40.0,100.0,35.0,90.0,55.0,35.0,355.0,"['Shell Armor', 'Swift Swim']","['Grass', 'Electric', 'Fighting', 'Ground']","['cinnabar-island-cinnabar-lab', 'alola-route-8-fossil-restoration-center']"
139,0139,Omastar,"['rock', 'water']",1.0,35.0,60.0,125.0,70.0,115.0,70.0,55.0,495.0,"['Shell Armor', 'Swift Swim']","['Grass', 'Electric', 'Fighting', 'Ground']",[]
140,0140,Kabuto,"['rock', 'water']",0.5,11.5,80.0,90.0,30.0,55.0,45.0,55.0,355.0,"['Swift Swim', 'Battle Armor']","['Grass', 'Electric', 'Fighting', 'Ground']","['cinnabar-island-cinnabar-lab', 'alola-route-8-fossil-restoration-center']"
141,0141,Kabutops,"['rock', 'water']",1.3,40.5,115.0,105.0,60.0,65.0,70.0,80.0,495.0,"['Swift Swim', 'Battle Armor']","['Grass', 'Electric', 'Fighting', 'Ground']",[]
142,0142,Aerodactyl,"['rock', 'flying']",1.8,59.0,105.0,65.0,80.0,60.0,75.0,130.0,515.0,"['Rock Head', 'Pressure']","['Water', 'Electric', 'Ice', 'Rock', 'Steel']","['cinnabar-island-cinnabar-lab', 'seafolk-village-huntail-boat']"
143,0143,Snorlax,['normal'],2.1,460.0,110.0,65.0,160.0,65.0,110.0,30.0,540.0,"['Thick Fat', 'Immunity']",['Fighting'],"['kanto-route-12-area', 'vermilion-city-area', 'kanto-route-11-area', 'kanto-route-16-area', 'kalos-route-7-area', 'alola-route-1-south']"
144,0144,Articuno,"['ice', 'flying']",1.7,55.4,85.0,100.0,90.0,95.0,125.0,85.0,580.0,['Pressure'],"['Fire', 'Electric', 'Rock', 'Steel']","['seafoam-islands-b4f', 'roaming-sinnoh-area', 'ultra-space-wilds-cliff', 'sea-spirits-den-area', 'roaming-kalos-area', 'ultra-space-ultra-space-wilds-cliff']"
145,0145,Zapdos,"['electric', 'flying']",1.6,52.6,90.0,85.0,90.0,125.0,90.0,100.0,580.0,['Pressure'],"['Ice', 'Rock']","['kanto-route-10-area', 'power-plant-area', 'roaming-sinnoh-area', 'ultra-space-wilds-cliff', 'sea-spirits-den-area', 'roaming-kalos-area', 'ultra-space-ultra-space-wilds-cliff']"
146,0146,Moltres,"['fire', 'flying']",2.0,60.0,100.0,90.0,90.0,125.0,85.0,90.0,580.0,['Pressure'],"['Water', 'Electric', 'Rock']","['mt-silver-top', 'kanto-victory-road-2-2f', 'roaming-sinnoh-area', 'mt-ember-summit', 'ultra-space-wilds-cliff', 'sea-spirits-den-area', 'roaming-kalos-area', 'ultra-space-ultra-space-wilds-cliff']"
147,0147,Dratini,['dragon'],1.8,3.3,64.0,45.0,41.0,50.0,50.0,50.0,300.0,['Shed Skin'],"['Ice', 'Dragon', 'Fairy']","['mt-coronet-4f', 'dragons-den-area', 'johto-route-45-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'dragonspiral-tower-outside', 'kalos-route-21-area', 'floccesy-town-area', 'johto-safari-zone-zone-swamp', 'poni-gauntlet-area', 'poni-meadow-area', 'vast-poni-canyon-northwest']"
148,0148,Dragonair,['dragon'],4.0,16.5,84.0,65.0,61.0,70.0,70.0,70.0,420.0,['Shed Skin'],"['Ice', 'Dragon', 'Fairy']","['mt-coronet-4f', 'dragons-den-area', 'johto-route-45-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'dragonspiral-tower-outside', 'kalos-route-21-area', 'poni-gauntlet-area', 'poni-meadow-area', 'vast-poni-canyon-northwest']"
149,0149,Dragonite,"['dragon', 'flying']",2.2,210.0,134.0,95.0,91.0,100.0,100.0,80.0,600.0,['Inner Focus'],"['Ice', 'Rock', 'Dragon', 'Fairy']","['dragonspiral-tower-outside', 'poni-gauntlet-area']"
150,0150,Mewtwo,['psychic'],2.0,122.0,110.0,90.0,106.0,154.0,90.0,130.0,680.0,['Pressure'],"['Bug', 'Ghost', 'Dark']","['cerulean-cave-b1f', 'ultra-space-wilds-crag', 'unknown-dungeon-area', 'ultra-space-ultra-space-wilds-rocky']"
151,0151,Mew,['psychic'],0.4,4.0,100.0,100.0,100.0,100.0,100.0,100.0,600.0,['Synchronize'],"['Bug', 'Ghost', 'Dark']",['faraway-island-area']
152,0152,Chikorita,['grass'],0.9,6.4,49.0,65.0,45.0,49.0,65.0,45.0,318.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['new-bark-town-area', 'hoenn-route-101-area', 'littleroot-town-area', 'alola-route-2-main']"
153,0153,Bayleef,['grass'],1.2,15.8,62.0,80.0,60.0,63.0,80.0,60.0,405.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
154,0154,Meganium,['grass'],1.8,100.5,82.0,100.0,80.0,83.0,100.0,80.0,525.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
155,0155,Cyndaquil,['fire'],0.5,7.9,52.0,43.0,39.0,60.0,50.0,65.0,309.0,['Blaze'],"['Water', 'Ground', 'Rock']","['new-bark-town-area', 'hoenn-route-101-area', 'littleroot-town-area', 'alola-route-3-main']"
156,0156,Quilava,['fire'],0.9,19.0,64.0,58.0,58.0,80.0,65.0,80.0,405.0,['Blaze'],"['Water', 'Ground', 'Rock']",[]
157,0157,Typhlosion,['fire'],1.7,79.5,84.0,78.0,78.0,109.0,85.0,100.0,534.0,['Blaze'],"['Water', 'Ground', 'Rock']",[]
158,0158,Totodile,['water'],0.6,9.5,65.0,64.0,50.0,44.0,48.0,43.0,314.0,['Torrent'],"['Grass', 'Electric']","['new-bark-town-area', 'hoenn-route-101-area', 'littleroot-town-area', 'seaward-cave-area']"
159,0159,Croconaw,['water'],1.1,25.0,80.0,80.0,65.0,59.0,63.0,58.0,405.0,['Torrent'],"['Grass', 'Electric']",[]
160,0160,Feraligatr,['water'],2.3,88.8,105.0,100.0,85.0,79.0,83.0,78.0,530.0,['Torrent'],"['Grass', 'Electric']",[]
161,0161,Sentret,['normal'],0.8,6.0,46.0,34.0,35.0,35.0,45.0,20.0,215.0,"['Keen Eye', 'Run Away']",['Fighting'],"['sinnoh-route-202-area', 'johto-route-29-area', 'johto-route-43-area', 'kanto-route-1-area', 'five-isle-meadow-area', 'water-path-area', 'canyon-entrance-area', 'kalos-route-6-area', 'johto-safari-zone-zone-swamp', 'johto-safari-zone-zone-wetland']"
162,0162,Furret,['normal'],1.8,32.5,76.0,64.0,85.0,45.0,55.0,90.0,415.0,"['Keen Eye', 'Run Away']",['Fighting'],"['johto-route-43-area', 'kanto-route-1-area']"
163,0163,Hoothoot,"['normal', 'flying']",0.7,21.2,30.0,30.0,60.0,36.0,56.0,50.0,262.0,"['Keen Eye', 'Insomnia']","['Electric', 'Ice', 'Rock']","['eterna-forest-area', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-210-south-towards-solaceon-town', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-211-west-towards-eterna-city', 'johto-route-29-area', 'johto-route-30-area', 'johto-route-31-area', 'johto-route-32-area', 'ilex-forest-area', 'johto-route-34-area', 'johto-route-35-area', 'national-park-area', 'johto-route-36-area', 'johto-route-37-area', 'johto-route-38-area', 'johto-route-39-area', 'johto-route-43-area', 'lake-of-rage-area', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-1-area', 'kanto-route-2-south-towards-viridian-city', 'kanto-route-5-area', 'kanto-route-25-area', 'kanto-route-2-north-towards-pewter-city', 'viridian-forest-area', 'hoenn-safari-zone-expansion-south', 'hoenn-safari-zone-expansion-north', 'lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
164,0164,Noctowl,"['normal', 'flying']",1.6,40.8,50.0,50.0,100.0,86.0,96.0,70.0,452.0,"['Keen Eye', 'Insomnia']","['Electric', 'Ice', 'Rock']","['mt-coronet-exterior-snowfall', 'mt-coronet-exterior-blizzard', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'sendoff-spring-area', 'lake-valor-area', 'lake-acuity-area', 'acuity-lakefront-area', 'sinnoh-route-210-south-towards-solaceon-town', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-211-east-towards-celestic-town', 'sinnoh-route-216-area', 'sinnoh-route-217-area', 'ilex-forest-area', 'johto-route-37-area', 'johto-route-38-area', 'johto-route-39-area', 'johto-route-43-area', 'johto-route-47-area', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-2-south-towards-viridian-city', 'kanto-route-5-area', 'kanto-route-8-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-25-area', 'kanto-route-2-north-towards-pewter-city', 'viridian-forest-area', 'abundant-shrine-area', 'nature-sanctuary-area', 'kalos-route-20-area', 'pokemon-village-area', 'lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west']"
165,0165,Ledyba,"['bug', 'flying']",1.0,10.8,20.0,30.0,40.0,40.0,80.0,55.0,265.0,"['Swarm', 'Early Bird']","['Fire', 'Electric', 'Ice', 'Flying', 'Rock']","['johto-route-29-area', 'johto-route-30-area', 'johto-route-31-area', 'johto-route-34-area', 'johto-route-35-area', 'national-park-area', 'johto-route-36-area', 'johto-route-37-area', 'johto-route-38-area', 'johto-route-39-area', 'kanto-route-2-south-towards-viridian-city', 'kanto-route-2-north-towards-pewter-city', 'hoenn-safari-zone-expansion-north', 'pattern-bush-area', 'kalos-route-4-area', 'alola-route-1-east', 'alola-route-1-south', 'alola-route-1-west']"
166,0166,Ledian,"['bug', 'flying']",1.4,35.6,35.0,50.0,55.0,55.0,110.0,85.0,390.0,"['Swarm', 'Early Bird']","['Fire', 'Electric', 'Ice', 'Flying', 'Rock']","['sinnoh-route-229-area', 'kanto-route-2-south-towards-viridian-city', 'kanto-route-2-north-towards-pewter-city', 'dreamyard-area', 'dreamyard-b1f', 'alola-route-10-area', 'alola-route-11-area', 'alola-route-17-west', 'malie-garden-area', 'ulaula-meadow-area']"
167,0167,Spinarak,"['bug', 'poison']",0.5,8.5,60.0,40.0,40.0,40.0,40.0,30.0,250.0,"['Swarm', 'Insomnia']","['Fire', 'Flying', 'Psychic', 'Rock']","['johto-route-29-area', 'johto-route-30-area', 'johto-route-31-area', 'johto-route-34-area', 'johto-route-35-area', 'national-park-area', 'johto-route-36-area', 'johto-route-37-area', 'johto-route-38-area', 'johto-route-39-area', 'kanto-route-2-south-towards-viridian-city', 'kanto-route-2-north-towards-pewter-city', 'hoenn-safari-zone-expansion-south', 'pattern-bush-area', 'alola-route-1-east', 'alola-route-1-south', 'alola-route-1-west']"
168,0168,Ariados,"['bug', 'poison']",1.1,33.5,90.0,70.0,70.0,60.0,70.0,40.0,400.0,"['Swarm', 'Insomnia']","['Fire', 'Flying', 'Psychic', 'Rock']","['sinnoh-route-229-area', 'johto-route-37-area', 'kanto-route-2-south-towards-viridian-city', 'kanto-route-2-north-towards-pewter-city', 'dreamyard-area', 'dreamyard-b1f', 'alola-route-10-area', 'alola-route-11-area', 'alola-route-17-west', 'malie-garden-area', 'ulaula-meadow-area']"
169,0169,Crobat,"['poison', 'flying']",1.8,75.0,90.0,80.0,85.0,70.0,80.0,130.0,535.0,['Inner Focus'],"['Electric', 'Ice', 'Psychic', 'Rock']","['dreamyard-area', 'giant-chasm-outside', 'unova-route-13-area', 'lush-jungle-east-cave', 'resolution-cave-area']"
170,0170,Chinchou,"['water', 'electric']",0.5,12.0,38.0,38.0,75.0,56.0,56.0,67.0,330.0,"['Illuminate', 'Volt Absorb']","['Grass', 'Ground']","['sinnoh-sea-route-220-area', 'new-bark-town-area', 'johto-sea-route-41-area', 'johto-route-47-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'vermilion-city-area', 'pallet-town-area', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-sea-route-21-area', 'vermilion-city-ss-anne-dock', 'hoenn-route-124-underwater', 'hoenn-route-126-underwater', 'driftveil-city-area', 'undella-bay-area', 'unova-route-18-area', 'shalour-city-area', 'azure-bay-area', 'alola-route-8-main', 'akala-outskirts-area']"
171,0171,Lanturn,"['water', 'electric']",1.2,22.5,58.0,58.0,125.0,76.0,76.0,67.0,460.0,"['Illuminate', 'Volt Absorb']","['Grass', 'Ground']","['sinnoh-sea-route-220-area', 'new-bark-town-area', 'johto-sea-route-41-area', 'johto-route-47-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'vermilion-city-area', 'pallet-town-area', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-sea-route-21-area', 'vermilion-city-ss-anne-dock', 'driftveil-city-area', 'undella-bay-area', 'shalour-city-area', 'azure-bay-area', 'alola-route-8-main', 'akala-outskirts-area']"
172,0172,Pichu,['electric'],0.3,2.0,40.0,15.0,20.0,35.0,35.0,60.0,205.0,['Static'],['Ground'],"['trophy-garden-area', 'johto-route-34-area', 'alola-route-1-east', 'alola-route-1-west', 'hauoli-city-shopping-district']"
173,0173,Cleffa,['fairy'],0.3,3.0,25.0,28.0,50.0,45.0,55.0,15.0,218.0,"['Cute Charm', 'Magic Guard']","['Poison', 'Steel']","['mt-coronet-1f-route-207', 'mt-coronet-1f-route-211', 'johto-route-34-area', 'mount-hokulani-main', 'mount-hokulani-east', 'mount-hokulani-west']"
174,0174,Igglybuff,"['normal', 'fairy']",0.3,1.0,30.0,15.0,90.0,40.0,20.0,15.0,210.0,"['Cute Charm', 'Competitive']","['Poison', 'Steel']","['johto-route-34-area', 'alola-route-4-area', 'alola-route-6-north', 'alola-route-6-south']"
175,0175,Togepi,['fairy'],0.3,1.5,20.0,65.0,35.0,40.0,65.0,20.0,245.0,"['Serene Grace', 'Hustle']","['Poison', 'Steel']","['sinnoh-sea-route-230-area', 'violet-city-area', 'water-labyrinth-area', 'lavaridge-town-area', 'eterna-city-west-gate', 'violet-city-poke-mart']"
176,0176,Togetic,"['fairy', 'flying']",0.6,3.2,40.0,85.0,55.0,80.0,105.0,40.0,405.0,"['Serene Grace', 'Hustle']","['Electric', 'Ice', 'Poison', 'Rock', 'Steel']",[]
177,0177,Natu,"['psychic', 'flying']",0.2,2.0,50.0,45.0,40.0,70.0,45.0,70.0,320.0,"['Synchronize', 'Early Bird']","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['sinnoh-route-224-area', 'ruins-of-alph-outside', 'hoenn-safari-zone-neacro-bike-area', 'hoenn-safari-zone-sw', 'hoenn-safari-zone-se', 'ruin-valley-area', 'akala-outskirts-area', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
178,0178,Xatu,"['psychic', 'flying']",1.5,15.0,75.0,70.0,65.0,95.0,70.0,95.0,470.0,"['Synchronize', 'Early Bird']","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['hoenn-safari-zone-neacro-bike-area', 'akala-outskirts-area']"
179,0179,Mareep,['electric'],0.6,7.8,40.0,40.0,55.0,65.0,45.0,35.0,280.0,['Static'],['Ground'],"['valley-windworks-area', 'johto-route-32-area', 'johto-route-42-area', 'johto-route-43-area', 'hoenn-safari-zone-expansion-south', 'hoenn-altering-cave-b', 'kanto-altering-cave-b', 'floccesy-ranch-inner', 'violet-city-pokemon-center', 'paniola-ranch-area']"
180,0180,Flaaffy,['electric'],0.8,13.3,55.0,55.0,70.0,80.0,60.0,45.0,365.0,['Static'],['Ground'],"['sinnoh-route-222-area', 'johto-route-42-area', 'johto-route-43-area', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
181,0181,Ampharos,['electric'],1.4,61.5,75.0,85.0,90.0,115.0,90.0,55.0,510.0,['Static'],['Ground'],[]
182,0182,Bellossom,['grass'],0.4,5.8,80.0,95.0,75.0,90.0,100.0,50.0,490.0,['Chlorophyll'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
183,0183,Marill,"['water', 'fairy']",0.4,8.5,20.0,50.0,70.0,20.0,50.0,40.0,250.0,"['Thick Fat', 'Huge Power']","['Grass', 'Electric', 'Poison']","['great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-215-area', 'johto-route-42-area', 'mt-mortar-1f', 'mt-mortar-lower-cave', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'petalburg-city-area', 'hoenn-route-102-area', 'hoenn-route-104-area', 'hoenn-route-111-area', 'hoenn-route-112-area', 'hoenn-route-114-area', 'hoenn-route-117-area', 'hoenn-route-120-area', 'hoenn-safari-zone-expansion-south', 'icefall-cave-entrance', 'ruin-valley-area', 'four-island-area', 'pinwheel-forest-inside', 'village-bridge-area', 'unova-route-6-area', 'unova-route-11-area', 'abundant-shrine-area', 'unova-victory-road-2-unknown-area-71', 'unova-victory-road-2-unknown-area-75', 'unova-victory-road-2-unknown-area-78', 'floccesy-ranch-outer', 'floccesy-ranch-inner', 'relic-passage-relic-castle-entrance', 'unova-route-20-area', 'unova-route-22-area', 'kalos-route-3-area', 'johto-safari-zone-zone-meadow', 'brooklet-hill-main']"
184,0184,Azumarill,"['water', 'fairy']",0.8,28.5,50.0,80.0,100.0,60.0,80.0,50.0,420.0,"['Thick Fat', 'Huge Power']","['Grass', 'Electric', 'Poison']","['sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside-b1f', 'pinwheel-forest-inside', 'village-bridge-area', 'unova-route-6-area', 'unova-route-11-area', 'abundant-shrine-area', 'unova-victory-road-2-unknown-area-71', 'unova-victory-road-2-unknown-area-75', 'unova-victory-road-2-unknown-area-78', 'floccesy-ranch-outer', 'floccesy-ranch-inner', 'relic-passage-relic-castle-entrance', 'unova-route-20-area', 'unova-route-22-area', 'kalos-route-22-area']"
